Region,Fuel,Year,Value,Variable
PL,H2,2040,-5.193968169886993,Fuel Costs in MEUR/PJ
PT,H2,2040,12.212028860876135,Fuel Costs in MEUR/PJ
RO,H2,2040,10.808317089899619,Fuel Costs in MEUR/PJ
SE,H2,2040,11.872633630866346,Fuel Costs in MEUR/PJ
SI,H2,2040,7.4543406634566685,Fuel Costs in MEUR/PJ
SK,H2,2040,7.111635932350898,Fuel Costs in MEUR/PJ
TR,H2,2040,9.389319343408241,Fuel Costs in MEUR/PJ
UK,H2,2040,17.0,Fuel Costs in MEUR/PJ
NONEU_Balkan,H2,2040,6.634395182618033,Fuel Costs in MEUR/PJ
AT,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
BE,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
BG,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
CH,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
CZ,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
DE,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
DK,Gas_Natural,2040,3.5858836199097746,Fuel Costs in MEUR/PJ
EE,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
ES,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
FI,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
FR,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
GR,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
HR,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
HU,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
IE,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
IT,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
LT,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
LU,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
LV,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
NL,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
NO,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
PL,Gas_Natural,2040,3.5858836199097746,Fuel Costs in MEUR/PJ
PT,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
RO,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
SE,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
SI,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
SK,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
TR,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
UK,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
NONEU_Balkan,Gas_Natural,2040,3.585883619909775,Fuel Costs in MEUR/PJ
AT,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
BE,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
BG,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
CH,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
CZ,Nuclear,2040,0.6535334884160758,Fuel Costs in MEUR/PJ
DE,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
DK,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
EE,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
ES,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
FI,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
FR,Nuclear,2040,0.6535334884160755,Fuel Costs in MEUR/PJ
GR,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
HR,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
HU,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
IE,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
IT,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
LT,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
LU,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
LV,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
NL,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
NO,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
PL,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
PT,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
RO,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
SE,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
SI,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
SK,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
TR,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
UK,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
NONEU_Balkan,Nuclear,2040,0.6535334884160756,Fuel Costs in MEUR/PJ
AT,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
BE,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
BG,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
CH,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
CZ,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
DE,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
DK,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
EE,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
ES,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
FI,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
FR,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
GR,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
HR,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
HU,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
IE,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
IT,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
LT,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
LU,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
LV,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
NL,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
NO,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
PL,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
PT,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
RO,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
SE,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
SI,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
SK,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
TR,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
UK,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
NONEU_Balkan,Oil,2040,5.719999901616,Fuel Costs in MEUR/PJ
AT,Mobility_Freight,2040,10.70160706264655,Fuel Costs in MEUR/PJ
BE,Mobility_Freight,2040,12.165509693047088,Fuel Costs in MEUR/PJ
BG,Mobility_Freight,2040,13.221127322431101,Fuel Costs in MEUR/PJ
CH,Mobility_Freight,2040,9.405312932486526,Fuel Costs in MEUR/PJ
CZ,Mobility_Freight,2040,9.49629144469128,Fuel Costs in MEUR/PJ
DE,Mobility_Freight,2040,-1.0757728681862886,Fuel Costs in MEUR/PJ
DK,Mobility_Freight,2040,0.6405042985377558,Fuel Costs in MEUR/PJ
EE,Mobility_Freight,2040,8.245728859362384,Fuel Costs in MEUR/PJ
ES,Mobility_Freight,2040,8.62981812397289,Fuel Costs in MEUR/PJ
FI,Mobility_Freight,2040,9.781029047448591,Fuel Costs in MEUR/PJ
FR,Mobility_Freight,2040,12.044398893044374,Fuel Costs in MEUR/PJ
GR,Mobility_Freight,2040,10.212336403558377,Fuel Costs in MEUR/PJ
HR,Mobility_Freight,2040,10.1782887515061,Fuel Costs in MEUR/PJ
HU,Mobility_Freight,2040,9.251813421351404,Fuel Costs in MEUR/PJ
IE,Mobility_Freight,2040,4.050961069066912,Fuel Costs in MEUR/PJ
IT,Mobility_Freight,2040,10.38181679128559,Fuel Costs in MEUR/PJ
LT,Mobility_Freight,2040,5.665153776867937,Fuel Costs in MEUR/PJ
LU,Mobility_Freight,2040,10.786738847621015,Fuel Costs in MEUR/PJ
LV,Mobility_Freight,2040,8.240861216033927,Fuel Costs in MEUR/PJ
NL,Mobility_Freight,2040,4.809225373603642,Fuel Costs in MEUR/PJ
NO,Mobility_Freight,2040,9.044872933685827,Fuel Costs in MEUR/PJ
PL,Mobility_Freight,2040,5.504158140630659,Fuel Costs in MEUR/PJ
PT,Mobility_Freight,2040,11.455432140201303,Fuel Costs in MEUR/PJ
RO,Mobility_Freight,2040,12.48798547246701,Fuel Costs in MEUR/PJ
SE,Mobility_Freight,2040,10.665669816727947,Fuel Costs in MEUR/PJ
SI,Mobility_Freight,2040,9.108445981779388,Fuel Costs in MEUR/PJ
SK,Mobility_Freight,2040,9.184909048407638,Fuel Costs in MEUR/PJ
TR,Mobility_Freight,2040,10.878509929042416,Fuel Costs in MEUR/PJ
UK,Mobility_Freight,2040,3.136565235921202,Fuel Costs in MEUR/PJ
NONEU_Balkan,Mobility_Freight,2040,10.055524242623791,Fuel Costs in MEUR/PJ
AT,Mobility_Passenger,2040,8.580529040821062,Fuel Costs in MEUR/PJ
BE,Mobility_Passenger,2040,8.173137590422998,Fuel Costs in MEUR/PJ
BG,Mobility_Passenger,2040,9.69603298870749,Fuel Costs in MEUR/PJ
CH,Mobility_Passenger,2040,7.580049606336235,Fuel Costs in MEUR/PJ
CZ,Mobility_Passenger,2040,7.393698832951831,Fuel Costs in MEUR/PJ
DE,Mobility_Passenger,2040,-3.783399729739076,Fuel Costs in MEUR/PJ
DK,Mobility_Passenger,2040,-0.9674632321065418,Fuel Costs in MEUR/PJ
EE,Mobility_Passenger,2040,7.852191010926375,Fuel Costs in MEUR/PJ
ES,Mobility_Passenger,2040,6.099255517054325,Fuel Costs in MEUR/PJ
FI,Mobility_Passenger,2040,8.326037520669558,Fuel Costs in MEUR/PJ
FR,Mobility_Passenger,2040,9.255515571386239,Fuel Costs in MEUR/PJ
GR,Mobility_Passenger,2040,7.797560566326733,Fuel Costs in MEUR/PJ
HR,Mobility_Passenger,2040,7.957645287676128,Fuel Costs in MEUR/PJ
HU,Mobility_Passenger,2040,7.128031388111857,Fuel Costs in MEUR/PJ
IE,Mobility_Passenger,2040,4.896465160717034,Fuel Costs in MEUR/PJ
IT,Mobility_Passenger,2040,8.128940063120986,Fuel Costs in MEUR/PJ
LT,Mobility_Passenger,2040,6.270197187432131,Fuel Costs in MEUR/PJ
LU,Mobility_Passenger,2040,7.763040994969754,Fuel Costs in MEUR/PJ
LV,Mobility_Passenger,2040,9.01523760330911,Fuel Costs in MEUR/PJ
NL,Mobility_Passenger,2040,-3.9805164540944036,Fuel Costs in MEUR/PJ
NO,Mobility_Passenger,2040,7.159546193635589,Fuel Costs in MEUR/PJ
PL,Mobility_Passenger,2040,3.99951334344812,Fuel Costs in MEUR/PJ
PT,Mobility_Passenger,2040,9.407530731338332,Fuel Costs in MEUR/PJ
RO,Mobility_Passenger,2040,8.698800084571884,Fuel Costs in MEUR/PJ
SE,Mobility_Passenger,2040,8.952440558384934,Fuel Costs in MEUR/PJ
SI,Mobility_Passenger,2040,8.20571977237816,Fuel Costs in MEUR/PJ
SK,Mobility_Passenger,2040,7.584667708453665,Fuel Costs in MEUR/PJ
TR,Mobility_Passenger,2040,8.268308262950507,Fuel Costs in MEUR/PJ
UK,Mobility_Passenger,2040,4.155951085285803,Fuel Costs in MEUR/PJ
NONEU_Balkan,Mobility_Passenger,2040,7.910960208268319,Fuel Costs in MEUR/PJ
AT,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
BE,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
BG,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
CH,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
CZ,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
DE,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
DK,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
EE,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
ES,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
FI,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
FR,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
GR,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
HR,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
HU,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
IE,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
IT,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
LT,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
LU,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
LV,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
NL,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
NO,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
PL,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
PT,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
RO,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
SE,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
SI,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
SK,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
TR,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
UK,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
NONEU_Balkan,Lignite,2040,1.151220452247942,Fuel Costs in MEUR/PJ
AT,Gas_Bio,2040,7.646136855287486,Fuel Costs in MEUR/PJ
BE,Gas_Bio,2040,7.646136855287484,Fuel Costs in MEUR/PJ
BG,Gas_Bio,2040,7.6461368552874855,Fuel Costs in MEUR/PJ
CH,Gas_Bio,2040,7.646136855287486,Fuel Costs in MEUR/PJ
CZ,Gas_Bio,2040,7.646136855287484,Fuel Costs in MEUR/PJ
DE,Gas_Bio,2040,7.6461368552874855,Fuel Costs in MEUR/PJ
DK,Gas_Bio,2040,7.646136855287486,Fuel Costs in MEUR/PJ
EE,Gas_Bio,2040,7.646136855287484,Fuel Costs in MEUR/PJ
ES,Gas_Bio,2040,7.646136855287484,Fuel Costs in MEUR/PJ
FI,Gas_Bio,2040,7.6461368552874855,Fuel Costs in MEUR/PJ
FR,Gas_Bio,2040,7.646136855287486,Fuel Costs in MEUR/PJ
GR,Gas_Bio,2040,7.646136855287486,Fuel Costs in MEUR/PJ
HR,Gas_Bio,2040,7.646136855287486,Fuel Costs in MEUR/PJ
HU,Gas_Bio,2040,7.646136855287484,Fuel Costs in MEUR/PJ
IE,Gas_Bio,2040,7.646136855287486,Fuel Costs in MEUR/PJ
IT,Gas_Bio,2040,7.646136855287484,Fuel Costs in MEUR/PJ
LT,Gas_Bio,2040,7.646136855287482,Fuel Costs in MEUR/PJ
LU,Gas_Bio,2040,7.646136855287486,Fuel Costs in MEUR/PJ
LV,Gas_Bio,2040,7.646136855287482,Fuel Costs in MEUR/PJ
NL,Gas_Bio,2040,7.646136855287482,Fuel Costs in MEUR/PJ
NO,Gas_Bio,2040,7.646136855287484,Fuel Costs in MEUR/PJ
PL,Gas_Bio,2040,7.646136855287484,Fuel Costs in MEUR/PJ
PT,Gas_Bio,2040,7.646136855287484,Fuel Costs in MEUR/PJ
RO,Gas_Bio,2040,7.646136855287484,Fuel Costs in MEUR/PJ
SE,Gas_Bio,2040,7.6461368552874855,Fuel Costs in MEUR/PJ
SI,Gas_Bio,2040,7.6461368552874855,Fuel Costs in MEUR/PJ
SK,Gas_Bio,2040,7.646136855287486,Fuel Costs in MEUR/PJ
TR,Gas_Bio,2040,7.646136855287486,Fuel Costs in MEUR/PJ
UK,Gas_Bio,2040,7.646136855287486,Fuel Costs in MEUR/PJ
NONEU_Balkan,Gas_Bio,2040,7.646136855287486,Fuel Costs in MEUR/PJ
AT,Gas_Synth,2040,16.725066567351938,Fuel Costs in MEUR/PJ
BE,Gas_Synth,2040,11.10414368768905,Fuel Costs in MEUR/PJ
BG,Gas_Synth,2040,17.959870224464087,Fuel Costs in MEUR/PJ
CH,Gas_Synth,2040,11.986776720692642,Fuel Costs in MEUR/PJ
CZ,Gas_Synth,2040,11.104668645573904,Fuel Costs in MEUR/PJ
DE,Gas_Synth,2040,-40.83041002891383,Fuel Costs in MEUR/PJ
DK,Gas_Synth,2040,-28.59452358395139,Fuel Costs in MEUR/PJ
EE,Gas_Synth,2040,9.587210346200743,Fuel Costs in MEUR/PJ
ES,Gas_Synth,2040,3.329945777754534,Fuel Costs in MEUR/PJ
FI,Gas_Synth,2040,12.611515534343454,Fuel Costs in MEUR/PJ
FR,Gas_Synth,2040,18.038028420321332,Fuel Costs in MEUR/PJ
GR,Gas_Synth,2040,9.014768181128447,Fuel Costs in MEUR/PJ
HR,Gas_Synth,2040,10.406200122767743,Fuel Costs in MEUR/PJ
HU,Gas_Synth,2040,8.33106642774007,Fuel Costs in MEUR/PJ
IE,Gas_Synth,2040,23.402005443889248,Fuel Costs in MEUR/PJ
IT,Gas_Synth,2040,11.631672441365085,Fuel Costs in MEUR/PJ
LT,Gas_Synth,2040,1.8398866542157033,Fuel Costs in MEUR/PJ
LU,Gas_Synth,2040,10.049361851053856,Fuel Costs in MEUR/PJ
LV,Gas_Synth,2040,14.911835225201182,Fuel Costs in MEUR/PJ
NL,Gas_Synth,2040,-38.78521173978904,Fuel Costs in MEUR/PJ
NO,Gas_Synth,2040,7.115663112581561,Fuel Costs in MEUR/PJ
PL,Gas_Synth,2040,-6.145022446574226,Fuel Costs in MEUR/PJ
PT,Gas_Synth,2040,17.027736737026114,Fuel Costs in MEUR/PJ
RO,Gas_Synth,2040,15.158962729163504,Fuel Costs in MEUR/PJ
SE,Gas_Synth,2040,16.575896838445217,Fuel Costs in MEUR/PJ
SI,Gas_Synth,2040,10.693783980708469,Fuel Costs in MEUR/PJ
SK,Gas_Synth,2040,10.23753811378347,Fuel Costs in MEUR/PJ
TR,Gas_Synth,2040,13.269838365681142,Fuel Costs in MEUR/PJ
UK,Gas_Synth,2040,23.402005443889248,Fuel Costs in MEUR/PJ
NONEU_Balkan,Gas_Synth,2040,9.602183244618834,Fuel Costs in MEUR/PJ
AT,Biofuel,2040,7.113612664293397,Fuel Costs in MEUR/PJ
BE,Biofuel,2040,7.113612664293392,Fuel Costs in MEUR/PJ
BG,Biofuel,2040,7.1136126642933935,Fuel Costs in MEUR/PJ
CH,Biofuel,2040,7.113612664293396,Fuel Costs in MEUR/PJ
CZ,Biofuel,2040,7.113612664293392,Fuel Costs in MEUR/PJ
DE,Biofuel,2040,7.1136126642933935,Fuel Costs in MEUR/PJ
DK,Biofuel,2040,7.113612664293396,Fuel Costs in MEUR/PJ
EE,Biofuel,2040,7.113612664293392,Fuel Costs in MEUR/PJ
ES,Biofuel,2040,7.113612664293393,Fuel Costs in MEUR/PJ
FI,Biofuel,2040,7.1136126642933935,Fuel Costs in MEUR/PJ
FR,Biofuel,2040,7.113612664293396,Fuel Costs in MEUR/PJ
GR,Biofuel,2040,7.113612664293396,Fuel Costs in MEUR/PJ
HR,Biofuel,2040,7.113612664293396,Fuel Costs in MEUR/PJ
HU,Biofuel,2040,7.113612664293392,Fuel Costs in MEUR/PJ
IE,Biofuel,2040,7.113612664293396,Fuel Costs in MEUR/PJ
IT,Biofuel,2040,7.113612664293392,Fuel Costs in MEUR/PJ
LT,Biofuel,2040,7.113612664293392,Fuel Costs in MEUR/PJ
LU,Biofuel,2040,7.113612664293396,Fuel Costs in MEUR/PJ
LV,Biofuel,2040,7.113612664293392,Fuel Costs in MEUR/PJ
NL,Biofuel,2040,7.113612664293392,Fuel Costs in MEUR/PJ
NO,Biofuel,2040,7.113612664293393,Fuel Costs in MEUR/PJ
PL,Biofuel,2040,7.113612664293392,Fuel Costs in MEUR/PJ
PT,Biofuel,2040,7.113612664293393,Fuel Costs in MEUR/PJ
RO,Biofuel,2040,7.113612664293392,Fuel Costs in MEUR/PJ
SE,Biofuel,2040,7.1136126642933935,Fuel Costs in MEUR/PJ
SI,Biofuel,2040,7.1136126642933935,Fuel Costs in MEUR/PJ
SK,Biofuel,2040,7.113612664293395,Fuel Costs in MEUR/PJ
TR,Biofuel,2040,7.113612664293396,Fuel Costs in MEUR/PJ
UK,Biofuel,2040,7.113612664293396,Fuel Costs in MEUR/PJ
NONEU_Balkan,Biofuel,2040,7.113612664293396,Fuel Costs in MEUR/PJ
AT,Biomass,2045,4.578618667668566,Fuel Costs in MEUR/PJ
BE,Biomass,2045,4.578618667668565,Fuel Costs in MEUR/PJ
BG,Biomass,2045,4.578618667668566,Fuel Costs in MEUR/PJ
CH,Biomass,2045,4.578618667668566,Fuel Costs in MEUR/PJ
CZ,Biomass,2045,4.578618667668566,Fuel Costs in MEUR/PJ
DE,Biomass,2045,4.578618667668566,Fuel Costs in MEUR/PJ
DK,Biomass,2045,4.5786186676685645,Fuel Costs in MEUR/PJ
EE,Biomass,2045,4.578618667668565,Fuel Costs in MEUR/PJ
ES,Biomass,2045,4.578618667668566,Fuel Costs in MEUR/PJ
FI,Biomass,2045,4.578618667668566,Fuel Costs in MEUR/PJ
FR,Biomass,2045,4.578618667668566,Fuel Costs in MEUR/PJ
GR,Biomass,2045,4.578618667668565,Fuel Costs in MEUR/PJ
HR,Biomass,2045,4.578618667668565,Fuel Costs in MEUR/PJ
HU,Biomass,2045,4.578618667668566,Fuel Costs in MEUR/PJ
IE,Biomass,2045,4.578618667668565,Fuel Costs in MEUR/PJ
IT,Biomass,2045,4.578618667668565,Fuel Costs in MEUR/PJ
LT,Biomass,2045,4.578618667668566,Fuel Costs in MEUR/PJ
LU,Biomass,2045,4.578618667668566,Fuel Costs in MEUR/PJ
LV,Biomass,2045,4.578618667668565,Fuel Costs in MEUR/PJ
NL,Biomass,2045,4.5786186676685645,Fuel Costs in MEUR/PJ
NO,Biomass,2045,4.578618667668565,Fuel Costs in MEUR/PJ
PL,Biomass,2045,4.578618667668565,Fuel Costs in MEUR/PJ
PT,Biomass,2045,4.578618667668566,Fuel Costs in MEUR/PJ
RO,Biomass,2045,4.578618667668566,Fuel Costs in MEUR/PJ
SE,Biomass,2045,4.578618667668566,Fuel Costs in MEUR/PJ
SI,Biomass,2045,4.578618667668566,Fuel Costs in MEUR/PJ
SK,Biomass,2045,4.578618667668565,Fuel Costs in MEUR/PJ
TR,Biomass,2045,4.578618667668566,Fuel Costs in MEUR/PJ
UK,Biomass,2045,4.578618667668566,Fuel Costs in MEUR/PJ
NONEU_Balkan,Biomass,2045,4.578618667668566,Fuel Costs in MEUR/PJ
AT,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
BE,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
BG,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
CH,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
CZ,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
DE,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
DK,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
EE,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
ES,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
FI,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
FR,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
GR,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
HR,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
HU,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
IE,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
IT,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
LT,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
LU,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
LV,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
NL,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
NO,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
PL,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
PT,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
RO,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
SE,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
SI,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
SK,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
TR,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
UK,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
NONEU_Balkan,Hardcoal,2045,0.7384496169374999,Fuel Costs in MEUR/PJ
AT,H2,2045,11.674554614070711,Fuel Costs in MEUR/PJ
BE,H2,2045,7.230642953428771,Fuel Costs in MEUR/PJ
BG,H2,2045,11.565751825278296,Fuel Costs in MEUR/PJ
CH,H2,2045,7.482388793875356,Fuel Costs in MEUR/PJ
CZ,H2,2045,7.286476807012842,Fuel Costs in MEUR/PJ
DE,H2,2045,-37.45608389544875,Fuel Costs in MEUR/PJ
DK,H2,2045,-31.03176969934153,Fuel Costs in MEUR/PJ
EE,H2,2045,6.0882465822933165,Fuel Costs in MEUR/PJ
ES,H2,2045,-1.275711416235391,Fuel Costs in MEUR/PJ
FI,H2,2045,8.185293475433417,Fuel Costs in MEUR/PJ
FR,H2,2045,11.974416763575183,Fuel Costs in MEUR/PJ
GR,H2,2045,5.55615520412816,Fuel Costs in MEUR/PJ
HR,H2,2045,6.518102942940338,Fuel Costs in MEUR/PJ
HU,H2,2045,5.011087961956613,Fuel Costs in MEUR/PJ
IE,H2,2045,-19.126770276849626,Fuel Costs in MEUR/PJ
IT,H2,2045,7.385895504899784,Fuel Costs in MEUR/PJ
LT,H2,2045,-1.997176235121975,Fuel Costs in MEUR/PJ
LU,H2,2045,6.519700982875139,Fuel Costs in MEUR/PJ
LV,H2,2045,9.11704314386588,Fuel Costs in MEUR/PJ
NL,H2,2045,-37.478638567707264,Fuel Costs in MEUR/PJ
NO,H2,2045,2.109877239840973,Fuel Costs in MEUR/PJ
PL,H2,2045,-28.806528022193966,Fuel Costs in MEUR/PJ
PT,H2,2045,11.465455974869895,Fuel Costs in MEUR/PJ
RO,H2,2045,9.973120373161446,Fuel Costs in MEUR/PJ
SE,H2,2045,11.039857597610265,Fuel Costs in MEUR/PJ
SI,H2,2045,7.202073731574903,Fuel Costs in MEUR/PJ
SK,H2,2045,6.629689952348865,Fuel Costs in MEUR/PJ
TR,H2,2045,8.676761215396507,Fuel Costs in MEUR/PJ
UK,H2,2045,13.334,Fuel Costs in MEUR/PJ
