x1,x2,x3,x4,y
2045,CO2,Transformation,FR,0.0
2050,CO2,Transformation,FR,0.0
2018,CO2,CHP,FR,0.0
2025,CO2,CHP,FR,0.0
2030,CO2,CHP,FR,0.0
2035,CO2,CHP,FR,0.0
2040,CO2,CHP,FR,0.0
2045,CO2,CHP,FR,0.0
2050,CO2,CHP,FR,0.0
2018,CO2,Infeasibility,FR,0.0
2025,CO2,Infeasibility,FR,0.0
2030,CO2,Infeasibility,FR,0.0
2035,CO2,Infeasibility,FR,0.0
2040,CO2,Infeasibility,FR,0.0
2045,CO2,Infeasibility,FR,0.0
2050,CO2,Infeasibility,FR,0.0
2018,CO2,Power,GR,19.719676867878686
2025,CO2,Power,GR,0.0
2030,CO2,Power,GR,0.0
2035,CO2,Power,GR,0.0
2040,CO2,Power,GR,0.0
2045,CO2,Power,GR,0.0
2050,CO2,Power,GR,0.0
2018,CO2,Industry,GR,4.160794422874338
2025,CO2,Industry,GR,0.8541086582907632
2030,CO2,Industry,GR,0.0
2035,CO2,Industry,GR,0.0
2040,CO2,Industry,GR,0.0
